,Make,Model,Price,Year,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,owner_cat
1624,Mercedes-Benz,A-Class Sedan 200d,4200000,2021,5600,Diesel,Automatic,Delhi,Grey,UnRegistered Car,Individual,1950 cc,147 bhp @ 3400 rpm,320 Nm @ 1400 rpm,FWD,4549.0,1796.0,1446.0,5.0,43.0,6
1625,Hyundai,Elite i20 Asta 1.2,550000,2015,33000,Petrol,Manual,Mumbai,Red,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985.0,1734.0,1505.0,5.0,45.0,2
1626,Hyundai,Creta SX 1.6 CRDi,1275000,2019,58900,Diesel,Manual,Agra,White,First,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD,4270.0,1780.0,1665.0,5.0,55.0,2
1627,Jeep,Compass Longitude (O) 2.0 Diesel [2017-2020],1585000,2019,65000,Diesel,Manual,Mohali,White,First,Individual,,,,,4395.0,1818.0,1640.0,5.0,60.0,2
1628,Toyota,Innova 2.5 V 7 STR,960000,2012,222000,Diesel,Manual,Hyderabad,Silver,First,Individual,2494 cc,102@5600,200@1400,,4555.0,1770.0,1755.0,7.0,55.0,2
1629,Land Rover,Discovery Sport HSE Luxury,3900000,2016,20000,Diesel,Automatic,Hyderabad,Grey,First,Individual,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,AWD,4600.0,2069.0,1690.0,7.0,65.0,2
1630,Renault,Kwid RXT [2015-2019],434999,2019,32000,Petrol,Manual,Mysore,Grey,First,Individual,799 cc,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,FWD,3679.0,1579.0,1478.0,5.0,28.0,2
1631,Mahindra,Bolero SLE BS III,650000,2017,62000,Diesel,Manual,Lucknow,White,First,Individual,2523 cc,63 bhp @ 3200 rpm,195 Nm @ 1400 rpm,RWD,4107.0,1745.0,1880.0,7.0,,2
1632,Maruti Suzuki,Ertiga VXI,775000,2017,71000,Petrol,Manual,Delhi,Silver,First,Individual,1373 cc,94 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4296.0,1695.0,1685.0,7.0,45.0,2
1633,Hyundai,i10 Sportz 1.2 AT,185000,2008,61000,Petrol,Automatic,Pune,Black,Third,Individual,1197 cc,80@5200,111@4000,FWD,3565.0,1595.0,1550.0,5.0,35.0,5
1634,Maruti Suzuki,Ritz VXI BS-IV,204999,2011,42152,Petrol,Manual,Siliguri,Brown,First,Corporate,,,,,,,,,,2
1635,Hyundai,Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],560000,2017,29000,Petrol,Manual,Bangalore,Grey,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765.0,1660.0,1520.0,5.0,43.0,2
1636,Toyota,Innova 2.5 ZX 7 STR BS-IV,1000000,2014,158690,Diesel,Manual,Ahmedabad,Silver,Second,Individual,2494 cc,100 bhp @ 3600 rpm,200 Nm @ 1400 rpm,RWD,4585.0,1760.0,1760.0,7.0,55.0,4
1637,Mercedes-Benz,GLE 350 d,5000000,2016,61000,Diesel,Automatic,Mumbai,Grey,First,Individual,2987 cc,255 bhp @ 3400 rpm,620 Nm @ 1600 rpm,AWD,4819.0,2141.0,1796.0,5.0,93.0,2
1638,Maruti Suzuki,Ciaz ZDi (O) [2014-2015],635000,2016,92000,Diesel,Manual,Mohali,White,Second,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4490.0,1730.0,1485.0,5.0,43.0,4
1639,Maruti Suzuki,DZire VXi,650000,2020,42000,Petrol,Manual,Lucknow,White,First,Individual,1197 cc,89 bhp @ 6000 rpm,113 Nm @ 4400 rpm,FWD,3995.0,1735.0,1515.0,5.0,37.0,2
1640,Datsun,Go T (O),345000,2019,60969,Petrol,Manual,Ranchi,Silver,First,Individual,1198 cc,67 bhp @ 5000 rpm,104 Nm @ 4000 rpm,FWD,3785.0,1635.0,1485.0,5.0,35.0,2
1641,Mahindra,XUV500 W6 2013,865000,2017,93000,Diesel,Manual,Ahmedabad,White,First,Individual,2179 cc,140 bhp @ 3750 rpm,330 Nm @ 2800 rpm,FWD,4585.0,1890.0,1785.0,7.0,70.0,2
1642,Audi,A4 2.0 TDI (143bhp),1380000,2014,100000,Diesel,Automatic,Bangalore,Black,First,Individual,1968 cc,141 bhp @ 4200 rpm,320 Nm @ 1750 rpm,FWD,4701.0,1826.0,1427.0,5.0,63.0,2
1643,Maruti Suzuki,Ciaz S 1.4 MT,585000,2018,31000,Petrol,Manual,Kolkata,Brown,First,Individual,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4490.0,1730.0,1485.0,5.0,43.0,2
1644,Toyota,Glanza G,690000,2020,55000,Petrol,Manual,Lucknow,Blue,First,Individual,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD,3995.0,1745.0,1510.0,5.0,37.0,2
1645,Maruti Suzuki,Wagon R LXI CNG (O),380000,2018,68320,CNG,Manual,Faridabad,Silver,First,Individual,998 cc,58 bhp @ 6200 rpm,77 Nm @ 3500 rpm,FWD,3599.0,1495.0,1700.0,5.0,35.0,2
1646,Tata,Hexa XM 4x2 7 STR,850000,2018,65000,Diesel,Manual,Patna,White,First,Individual,2179 cc,154 bhp @ 4000 rpm,400 Nm @ 1700 rpm,RWD,4788.0,1903.0,1791.0,7.0,60.0,2
1647,Toyota,Fortuner 3.0 4x4 MT,1750000,2013,95000,Diesel,Manual,Chennai,White,Second,Individual,2982 cc,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,AWD,4705.0,1840.0,1850.0,7.0,80.0,4
1648,Maruti Suzuki,Ritz Vdi BS-IV,275000,2013,85785,Diesel,Manual,Ambala Cantt,Silver,Second,Individual,1248 cc,73 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3775.0,1680.0,1620.0,5.0,43.0,4
1649,Volkswagen,Vento Comfortline 1.6 (P),690000,2018,38000,Petrol,Manual,Dehradun,Gold,First,Individual,1598 cc,103 bhp @ 5250 rpm,153 Nm @ 3800 rpm,FWD,4390.0,1699.0,1467.0,5.0,55.0,2
1650,Hyundai,Elite i20 Asta 1.0 Turbo IMT Dual Tone,1130000,2020,12905,Petrol,Manual,Bangalore,White,First,Individual,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,3995.0,1775.0,1505.0,5.0,37.0,2
1651,Toyota,Innova 2.8 ZX AT 7 STR [2016-2020],2295000,2019,26000,Diesel,Automatic,Mumbai,Silver,First,Individual,2755 cc,172 bhp @ 3400 rpm,360 Nm @ 1200 rpm,RWD,4735.0,1830.0,1795.0,7.0,55.0,2
1652,Mercedes-Benz,A-Class Sedan 200,4100000,2021,9000,Petrol,Automatic,Chennai,Blue,First,Individual,1332 cc,161 bhp @ 5500 rpm,250 Nm @ 1620 rpm,FWD,4549.0,1796.0,1446.0,5.0,43.0,2
1653,Tata,Nexon XM Diesel,725000,2018,65000,Diesel,Manual,Amritsar,White,Second,Individual,1497 cc,108 bhp @ 3750 rpm,260 Nm @ 1500 rpm,FWD,3994.0,1811.0,1607.0,5.0,44.0,4
1654,Hyundai,Elite i20 Magna Executive 1.2,595000,2019,48000,Petrol,Manual,Delhi,White,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985.0,1734.0,1505.0,5.0,40.0,2
1655,Hyundai,i10 Magna 1.2 Kappa2,290000,2011,91000,Petrol,Manual,Ahmedabad,White,First,Individual,1197 cc,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,FWD,3585.0,1595.0,1550.0,5.0,35.0,2
1656,Hyundai,i20 Sportz 1.2 BS-IV,350000,2011,84873,Petrol,Manual,Indore,Red,Second,Individual,,,,,,,,,,4
1657,Jeep,Wrangler Rubicon,6100000,2022,15000,Petrol,Automatic,Mumbai,Red,First,Individual,1995 cc,268 bhp @ 5150 rpm,400 Nm @ 3000 rpm,AWD,4882.0,1894.0,1848.0,5.0,81.0,2
1658,Mahindra,XUV300 1.5 W6 [2019-2020],1080000,2020,52000,Diesel,Manual,Lucknow,White,First,Individual,1497 cc,115 bhp @ 3750 rpm,300 Nm @ 1500 rpm,FWD,3995.0,1821.0,1627.0,5.0,42.0,2
1659,Toyota,Etios GD,299000,2013,90000,Diesel,Manual,Bulandshahar,Blue,Third,Individual,1364 cc,68 bhp @ 3600 rpm,170 Nm @ 2400 rpm,FWD,4265.0,1695.0,1510.0,5.0,45.0,5
1660,Maruti Suzuki,Swift Lxi (O) [2014-2017],575000,2018,58000,Petrol + CNG,Manual,Delhi,Silver,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3850.0,1695.0,1530.0,5.0,42.0,2
1661,Honda,Amaze 1.2 S AT i-VTEC,390000,2014,67000,Petrol,Automatic,Delhi,Red,First,Individual,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,3990.0,1680.0,1505.0,5.0,35.0,2
1662,Mahindra,Scorpio S10,875000,2015,67000,Diesel,Manual,Varanasi,White,First,Individual,2179 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD,4456.0,1820.0,1995.0,8.0,60.0,2
1663,Hyundai,Venue SX 1.4 CRDi,1175000,2021,37556,Diesel,Manual,Nashik,White,First,Individual,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,3995.0,1770.0,1605.0,5.0,45.0,2
1664,Maruti Suzuki,Alto VXi,260000,2012,54000,Petrol,Manual,Bangalore,Bronze,First,Individual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3620.0,1475.0,1460.0,5.0,35.0,2
1665,Honda,Amaze 1.2 E i-VTEC,650000,2019,42000,Petrol,Manual,Delhi,White,First,Individual,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,3990.0,1680.0,1505.0,5.0,35.0,2
1666,Volkswagen,Ameo Highline1.2L (P) [2016-2018],625000,2017,55000,Petrol,Manual,Pune,Bronze,First,Individual,1198 cc,74 bhp @ 5400 rpm,110 Nm @ 3750 rpm,FWD,3995.0,1682.0,1483.0,5.0,45.0,2
1667,MG,Hector Sharp 2.0 Diesel [2019-2020],1725000,2019,23952,Diesel,Manual,Bangalore,Red,First,Individual,1956 cc,169 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,4655.0,1835.0,1760.0,5.0,60.0,2
1668,Maruti Suzuki,Wagon R LXI CNG (O),299000,2015,92000,CNG,Manual,Mumbai,Brown,Second,Individual,998 cc,58 bhp @ 6200 rpm,77 Nm @ 3500 rpm,FWD,3599.0,1495.0,1700.0,5.0,35.0,4
1669,Hyundai,i10 Sportz 1.2 AT Kappa2,375000,2013,34000,Petrol,Automatic,Mumbai,Red,First,Individual,1197 cc,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,FWD,3585.0,1595.0,1550.0,5.0,35.0,2
1670,Maruti Suzuki,Celerio ZXi AMT,639000,2020,44300,Petrol,Automatic,Dharwad,Silver,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3695.0,1600.0,1560.0,5.0,35.0,2
1671,Maruti Suzuki,Ciaz VDi+ SHVS,591000,2015,65000,Diesel,Manual,Ahmedabad,White,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4490.0,1730.0,1485.0,5.0,43.0,2
1672,Mercedes-Benz,GLE 250 d,4200000,2018,102000,Diesel,Automatic,Patna,Black,First,Individual,2143 cc,201 bhp @ 3800 rpm,500 Nm @ 1600 rpm,AWD,4819.0,2141.0,1796.0,5.0,93.0,2
1673,Honda,City 1.5 S AT,250000,2009,110000,Petrol,Automatic,Delhi,Grey,First,Individual,1497 cc,118@6600,146@4600,FWD,4420.0,1695.0,1480.0,5.0,42.0,2
1674,Kia,Seltos HTX 1.5 [2020-2021],1399000,2021,11000,Petrol,Manual,Pune,Silver,First,Individual,1497 cc,113 bhp @ 6300 rpm,144 Nm @ 4500 rpm,FWD,4315.0,1800.0,1645.0,5.0,50.0,2
1675,Hyundai,Aura S 1.2 CNG,740000,2020,39000,CNG,Manual,Mumbai,Silver,First,Individual,1197 cc,68 bhp @ 6000 rpm,95 Nm @ 4000 rpm,FWD,3995.0,1680.0,1520.0,5.0,65.0,2
1676,Hyundai,i10 Magna,175000,2009,65000,Petrol,Manual,Jamshedpur,Blue,Second,Individual,1086 cc,67@5500,99@2800,FWD,3565.0,1595.0,1550.0,5.0,35.0,4
1677,BMW,3-Series 320d Luxury Line [2014-2016],3750000,2019,42500,Diesel,Automatic,Delhi,White,First,Individual,1995 cc,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,RWD,4624.0,2031.0,1429.0,5.0,,2
1678,BMW,5-Series 530d M Sport [2013-2017],1600000,2013,80000,Diesel,Automatic,Delhi,Blue,Second,Individual,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,RWD,4899.0,2094.0,1464.0,5.0,65.0,4
1679,Maruti Suzuki,Wagon R LXi,285000,2013,25200,Petrol,Manual,Ahmedabad,White,First,Individual,998 cc,68@6200,90@3500,,3539.0,1475.0,1700.0,5.0,35.0,2
1680,Honda,City S Diesel,250000,2017,132683,Diesel,Manual,Kolkata,Bronze,First,Individual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0,2
1681,Renault,Duster 85 PS Sandstorm Edition Diesel,625000,2017,81000,Diesel,Manual,Mohali,White,First,Individual,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD,4315.0,1822.0,1695.0,5.0,50.0,2
1682,Maruti Suzuki,Ritz VXI BS-IV,190000,2011,58888,Petrol,Manual,Delhi,Maroon,Second,Individual,,,,,,,,,,4
1683,BMW,5-Series 520d Luxury Line [2017-2019],4800000,2019,30000,Diesel,Automatic,Delhi,Black,First,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4936.0,1868.0,1479.0,5.0,65.0,2
1684,Maruti Suzuki,Swift ZXi,575000,2015,50599,Petrol,Manual,Chennai,White,Second,Individual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3850.0,1695.0,1530.0,5.0,42.0,4
1685,BMW,X1 sDrive20d xLine,2800000,2017,29000,Diesel,Automatic,Bangalore,Brown,Second,Individual,1995 cc,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD,4454.0,2044.0,1545.0,5.0,63.0,4
1686,Honda,Jazz VX CVT Petrol,785000,2018,23000,Petrol,Automatic,Chennai,Red,First,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3955.0,1694.0,1544.0,5.0,40.0,2
1687,Land Rover,Discovery Sport HSE Luxury 7-Seater,4575000,2019,50000,Diesel,Automatic,Karnal,Blue,First,Individual,2179 cc,188 bhp @ 3500 rpm,420 Nm @ 1750 rpm,AWD,4600.0,2069.0,1724.0,7.0,65.0,2
1688,Audi,Q3 35 TDI Premium + Sunroof,1950000,2016,84878,Diesel,Automatic,Nashik,White,Second,Individual,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4385.0,1831.0,1608.0,5.0,64.0,4
1689,BMW,5-Series 520d Luxury Line [2017-2019],4800000,2019,31000,Diesel,Automatic,Delhi,Black,First,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4936.0,1868.0,1479.0,5.0,65.0,2
1690,Toyota,Innova 2.4 VX 8 STR [2016-2020],1998999,2019,71063,Diesel,Manual,Navi Mumbai,Silver,First,Individual,2393 cc,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,RWD,4735.0,1830.0,1795.0,8.0,55.0,2
1691,Ford,Ecosport Ambiente 1.5L Ti-VCT,475000,2016,69001,Petrol,Manual,Delhi,White,First,Individual,1499 cc,110 bhp @ 6300 rpm,140 Nm @ 4400 rpm,FWD,3999.0,1765.0,1708.0,5.0,52.0,2
1692,Hyundai,Verna Fluidic 1.6 CRDi SX,415000,2014,62000,Diesel,Manual,Delhi,Silver,Second,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4370.0,1700.0,1475.0,5.0,43.0,4
1693,Hyundai,i20 Magna (O) 1.4 CRDI,375000,2012,82000,Diesel,Manual,Chandigarh,White,First,Individual,1336 cc,89 bhp @ 4000 rpm,219.744 Nm @ 1500 rpm,FWD,3995.0,1710.0,1505.0,5.0,45.0,2
1694,Toyota,Etios V,300000,2011,49200,Petrol,Manual,Mumbai,Silver,First,Individual,1496 cc,80 bhp @ 5600 rpm,132 Nm @ 3000 rpm,FWD,4265.0,1695.0,1510.0,5.0,45.0,2
1695,Mahindra,Thar LX 4-STR Hard Top Petrol MT,1500000,2021,8000,Petrol,Manual,Agra,Red,Second,Individual,1997 cc,150 bhp @ 5000 rpm,300 Nm @ 1250 rpm,AWD,3985.0,1820.0,1844.0,4.0,57.0,4
1696,Maruti Suzuki,Vitara Brezza VDi (O) [2016-2018],975000,2019,58000,Diesel,Manual,Mumbai,White,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995.0,1790.0,1640.0,5.0,48.0,2
1697,Maruti Suzuki,Alto VXi [2014-2019],370000,2015,64000,Petrol,Manual,Mohali,Grey,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3545.0,1490.0,1475.0,5.0,35.0,2
1698,Hyundai,i10 Era 1.1 iRDE2 [2010-2017],250000,2012,48568,Petrol,Manual,Mumbai,White,First,Individual,1086 cc,68 bhp @ 5500 rpm,99.08 Nm @ 4500 rpm,FWD,3585.0,1595.0,1550.0,5.0,35.0,2
1699,Jaguar,XJ 3.0 V6 Portfolio,3150000,2014,66500,Diesel,Automatic,Delhi,White,First,Individual,2993 cc,271 bhp @ 4000 rpm,600 Nm @ 2000 rpm,RWD,5252.0,1899.0,1457.0,5.0,83.0,2
1700,Mahindra,XUV500 W9 [2018-2020],1115000,2018,58590,Diesel,Manual,Kolkata,Grey,First,Individual,2179 cc,153 bhp @ 3750 rpm,360 Nm @ 1750 rpm,FWD,4585.0,1890.0,1785.0,7.0,70.0,2
1701,Hyundai,i10 Era,130000,2009,59000,Petrol,Manual,Kanpur,Silver,Second,Individual,1086 cc,67@5500,99@2800,FWD,3565.0,1595.0,1550.0,5.0,35.0,4
1702,Maruti Suzuki,Swift VXi,299000,2013,47000,Petrol,Manual,Kolkata,Silver,First,Individual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3850.0,1695.0,1530.0,5.0,42.0,2
1703,Hyundai,i20 Magna 1.2,300000,2014,40000,Petrol,Manual,Kolkata,Silver,First,Individual,1197 cc,83 bhp @ 6000 rpm,113.796 Nm @ 4000 rpm,FWD,3995.0,1710.0,1505.0,5.0,45.0,2
1704,Skoda,Superb Sportline AT,3325000,2021,13092,Petrol,Automatic,Mumbai,White,First,Individual,1984 cc,188 bhp @ 4200 rpm,320 Nm @ 1450 rpm,FWD,4869.0,1864.0,1469.0,5.0,66.0,2
1705,Audi,A4 35 TDI Premium,1950000,2016,57057,Diesel,Automatic,Ludhiana,White,First,Individual,1968 cc,177 bhp @ 4200 rpm,380 Nm @ 1750 rpm,FWD,4701.0,1826.0,1427.0,5.0,63.0,2
1706,Maruti Suzuki,Swift DZire VDI,500000,2015,90000,Diesel,Manual,Ludhiana,White,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995.0,1695.0,1555.0,5.0,42.0,2
1707,Hyundai,i20 Active 1.2 SX,595000,2015,45000,Petrol,Manual,Thane,White,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995.0,1760.0,1555.0,5.0,45.0,2
1708,Maruti Suzuki,Celerio X Zxi AMT [2017-2019],484999,2018,44000,Petrol,Automatic,Delhi,Grey,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3715.0,1635.0,1565.0,5.0,35.0,2
1709,Mahindra,Thar LX 4-STR Convertible Diesel MT,1700000,2021,17000,Diesel,Manual,Karnal,Silver,First,Individual,2184 cc,130 bhp @ 3750 rpm,300 Nm @ 1600 rpm,AWD,3985.0,1820.0,1855.0,4.0,57.0,2
1710,Maruti Suzuki,Wagon R VXi 1.2,579000,2019,50860,Petrol,Manual,Bangalore,Grey,First,Individual,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD,3655.0,1620.0,1675.0,5.0,32.0,2
1711,Ford,Endeavour Titanium 2.0 4x2 AT,3800000,2020,20000,Diesel,Automatic,Karnal,Black,First,Individual,1996 cc,168 bhp @ 3500 rpm,420 Nm @ 2000 rpm,RWD,4903.0,1869.0,1837.0,7.0,80.0,2
1712,Toyota,Fortuner 2.8 4x2 AT [2016-2020],3290000,2018,51000,Diesel,Automatic,Mumbai,White,First,Individual,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD,4795.0,1855.0,1835.0,7.0,80.0,2
1713,Mercedes-Benz,C-Class C 220d Progressive [2018-2019],4250000,2018,24000,Diesel,Automatic,Hyderabad,White,First,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,4686.0,1810.0,1442.0,5.0,66.0,2
1714,Maruti Suzuki,Baleno Delta 1.2,535000,2017,34908,Petrol,Manual,Mumbai,Grey,First,Corporate,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995.0,1745.0,1500.0,5.0,37.0,2
1715,Renault,Duster 110 PS RXL 4X2 AMT [2016-2017],775000,2017,67000,Diesel,Automatic,Mumbai,White,First,Individual,1461 cc,108 bhp @ 3900 rpm,248 Nm @ 2250 rpm,FWD,4315.0,1822.0,1695.0,5.0,50.0,2
1716,Maruti Suzuki,Celerio VXi AMT,345000,2014,19000,Petrol,Automatic,Mumbai,Silver,Second,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3600.0,1600.0,1560.0,5.0,35.0,4
1717,Skoda,Octavia RS,3400000,2019,30600,Petrol,Automatic,Hyderabad,Red,First,Corporate,1984 cc,227 bhp @ 5500 rpm,350 Nm @ 1250 rpm,FWD,4689.0,1814.0,1496.0,5.0,50.0,2
1718,BMW,5-Series 520d Luxury Line [2017-2019],4500000,2018,49500,Diesel,Automatic,Hyderabad,Black,First,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4936.0,1868.0,1479.0,5.0,65.0,2
1719,Honda,Jazz V Petrol,525000,2016,18800,Petrol,Manual,Mumbai,Grey,First,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3955.0,1694.0,1544.0,5.0,40.0,2
1720,Hyundai,Elite i20 Asta 1.2 [2016-2017],650000,2016,100000,Petrol,Manual,Hyderabad,Grey,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985.0,1734.0,1505.0,5.0,45.0,2
1721,Hyundai,Creta 1.6 SX Plus AT Petrol,1074000,2017,50050,Petrol,Automatic,Delhi,White,First,Individual,1591 cc,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,FWD,4270.0,1780.0,1630.0,5.0,60.0,2
1722,Hyundai,Creta 1.6 SX,1750000,2021,14000,Diesel,Manual,Chennai,Black,First,Individual,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,4270.0,1780.0,1630.0,5.0,60.0,2
1723,Nissan,Terrano XL D Plus,590000,2014,55000,Diesel,Manual,Lucknow,Grey,Second,Individual,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD,4331.0,1822.0,1671.0,5.0,50.0,4
1724,Ford,Mustang GT Fastback 5.0L v8,7990000,2018,23000,Petrol,Automatic,Chennai,Yellow,First,Individual,4951 cc,396 bhp @ 6500 rpm,515 Nm @ 4250 rpm,RWD,4784.0,2080.0,1391.0,4.0,60.9,2
1725,Hyundai,Creta SX (O) 1.5 Diesel [2020-2022],1725000,2020,35000,Diesel,Manual,Dehradun,White,First,Individual,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,4300.0,1790.0,1635.0,5.0,50.0,2
1726,Maruti Suzuki,Celerio ZXi AMT [2019-2020],630000,2019,20734,Petrol,Automatic,Udupi,Silver,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3695.0,1600.0,1560.0,5.0,35.0,2
1727,Mercedes-Benz,CLS 300d [2018-2019],6975000,2020,15200,Diesel,Automatic,Delhi,White,First,Individual,1950 cc,241 bhp @ 4200 rpm,500 Nm @ 1600 rpm,RWD,4988.0,1890.0,1435.0,5.0,66.0,2
1728,Toyota,Fortuner 3.0 4x2 MT,1375000,2013,83000,Diesel,Manual,Jalandhar,White,First,Individual,2982 cc,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,RWD,4705.0,1840.0,1850.0,7.0,80.0,2
1729,Honda,Amaze 1.5 S i-DTEC,425000,2014,75000,Diesel,Manual,Amritsar,Brown,First,Individual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,3990.0,1680.0,1505.0,5.0,35.0,2
1730,Toyota,Innova 2.8 GX AT 8 STR [2016-2020],2196000,2019,42794,Diesel,Automatic,Bangalore,White,First,Individual,2755 cc,172 bhp @ 3400 rpm,360 Nm @ 1200 rpm,RWD,4735.0,1830.0,1795.0,8.0,55.0,2
1731,Mercedes-Benz,V-Class Elite LWB,6300000,2020,40000,Diesel,Automatic,Delhi,Silver,First,Corporate,1950 cc,161 bhp @ 4200 rpm,380 Nm @ 1200 rpm,RWD,5140.0,1928.0,1901.0,6.0,57.0,2
1732,Maruti Suzuki,Alto LXi BS-III,200000,2008,41000,Petrol,Manual,Mysore,Blue,First,Individual,796 cc,47@6200,62@3000,,3495.0,1475.0,1460.0,5.0,35.0,2
1733,Honda,City 1.5 S MT,250000,2009,72256,Petrol,Manual,Navi Mumbai,Black,First,Individual,1497 cc,118@6600,146@4600,FWD,4420.0,1695.0,1480.0,5.0,42.0,2
1734,Audi,A3 35 TDI Premium Plus + Sunroof,2950000,2018,17300,Diesel,Automatic,Bangalore,Red,First,Individual,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD,4456.0,1796.0,1416.0,5.0,50.0,2
1735,Mahindra,Scorpio S6 Plus Intelli-Hybrid,985000,2017,68000,Diesel,Manual,Delhi,White,First,Individual,2179 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD,4456.0,1820.0,1995.0,8.0,60.0,2
1736,Hyundai,Venue S 1.0 AT Petrol [2019-2020],750000,2019,43600,Petrol,Automatic,Allahabad,White,First,Individual,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,3995.0,1770.0,1605.0,5.0,45.0,2
1737,Maruti Suzuki,Wagon R VXi (O),450000,2018,43000,Petrol,Manual,Allahabad,White,First,Individual,998 cc,67.7 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3636.0,1475.0,1670.0,5.0,35.0,2
1738,Maruti Suzuki,Vitara Brezza VXi,849000,2021,17283,Petrol,Manual,Mumbai,White,First,Individual,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,3995.0,1790.0,1640.0,5.0,48.0,2
